tweet_id,name,actual_rating,type,jpg_url,img_num,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog,retweet_count,favorite_count,display_text_range,stage
666826780179869698,None,1.2,floofer,https://pbs.twimg.com/media/CUELa0NUkAAscGC.jpg,1.0,Maltese_dog,0.359383,True,teddy,0.148759,False,West_Highland_white_terrier,0.106007,True,92.0,246.0,"[0, 50]",
666835007768551424,None,1.0,floofer,https://pbs.twimg.com/media/CUES51dXIAEahyG.jpg,1.0,Airedale,0.448459,True,toy_poodle,0.12403,True,teddy,0.110183,False,77.0,206.0,"[0, 144]",
666837028449972224,None,0.3,floofer,,,,,,,,,,,,538.0,794.0,"[0, 138]",
666983947667116034,a,1.1,floofer,,,,,,,,,,,,950.0,2492.0,"[0, 120]",
666996132027977728,Carll,1.0,floofer,https://pbs.twimg.com/media/CUGlb6iUwAITEbW.jpg,1.0,hay,0.507637,False,Rottweiler,0.0624899,True,water_buffalo,0.0484247,False,90.0,238.0,"[0, 105]",
667012601033924608,Klevin,0.9,floofer,,,,,,,,,,,,214.0,438.0,"[0, 76]",
667044094246576128,None,1.2,floofer,https://pbs.twimg.com/media/CUHREBXXAAE6A9b.jpg,1.0,golden_retriever,0.765266,True,Labrador_retriever,0.206694,True,seat_belt,0.0106669,False,49.0,180.0,"[0, 39]",
667062181243039745,Keet,1.0,floofer,https://pbs.twimg.com/media/CUHhgvHUAAA4aB0.jpg,1.0,Chesapeake_Bay_retriever,0.825678,True,vizsla,0.090998,True,kelpie,0.0229562,True,51.0,211.0,"[0, 132]",
667065535570550784,None,0.8,floofer,,,,,,,,,,,,44.0,160.0,"[0, 135]",
667070482143944705,None,1.0,floofer,,,,,,,,,,,,14.0,82.0,"[0, 69]",
667073648344346624,Dave,1.0,floofer,https://pbs.twimg.com/media/CUHr8WbWEAEBPgf.jpg,1.0,Chihuahua,0.483682,True,pug,0.0924939,True,Brabancon_griffon,0.057495400000000016,True,117.0,391.0,"[0, 106]",
667090893657276420,Clybe,0.7,floofer,https://pbs.twimg.com/media/CUH7oLuUsAELWib.jpg,1.0,Chihuahua,0.959514,True,Italian_greyhound,0.00537015,True,Pomeranian,0.00264133,True,122.0,328.0,"[0, 140]",
667119796878725120,Gabe,1.0,floofer,https://pbs.twimg.com/media/CUIV6F7XIAA1tAM.jpg,1.0,Pembroke,0.741563,True,Chihuahua,0.0578659,True,toy_poodle,0.0391251,True,125.0,322.0,"[0, 135]",
667138269671505920,None,1.0,floofer,https://pbs.twimg.com/media/CUImtzEVAAAZNJo.jpg,1.0,West_Highland_white_terrier,0.747713,True,Samoyed,0.243629,True,toy_poodle,0.00180397,True,2142.0,4505.0,"[0, 131]",
667152164079423490,Pipsy,1.2,floofer,https://pbs.twimg.com/media/CUIzWk_UwAAfUNq.jpg,1.0,toy_poodle,0.535411,True,Pomeranian,0.08754400000000001,True,miniature_poodle,0.06205,True,16513.0,46682.0,"[0, 143]",
667160273090932737,Bradlay,1.1,floofer,https://pbs.twimg.com/media/CUI6uuaW4AAvCIs.jpg,1.0,golden_retriever,0.471351,True,miniature_poodle,0.0919921,True,standard_poodle,0.08738539999999999,True,61.0,250.0,"[0, 138]",
667165590075940865,Churlie,1.0,floofer,https://pbs.twimg.com/media/CUI_kHBWsAAAef5.jpg,1.0,miniature_pinscher,0.140173,True,Rottweiler,0.13409400000000002,True,beagle,0.08189980000000001,True,1105.0,2628.0,"[0, 135]",
667171260800061440,Kenneth,1.0,floofer,https://pbs.twimg.com/media/CUJEuRIXIAAPDLt.jpg,1.0,giant_schnauzer,0.8412649999999999,True,Lakeland_terrier,0.0527442,True,Irish_water_spaniel,0.0344017,True,84.0,217.0,"[0, 75]",
667174963120574464,Clarence,0.9,floofer,https://pbs.twimg.com/media/CUJIFoJWsAAL3Dc.jpg,1.0,toy_poodle,0.266437,True,Chihuahua,0.243223,True,bluetick,0.0728063,True,79.0,238.0,"[0, 131]",
667176164155375616,None,0.4,floofer,https://pbs.twimg.com/media/CUJJLtWWsAE-go5.jpg,1.0,soft-coated_wheaten_terrier,0.318981,True,Lakeland_terrier,0.215218,True,toy_poodle,0.106014,True,450.0,599.0,"[0, 140]",
667177989038297088,a,0.8,floofer,https://pbs.twimg.com/media/CUJK18UWEAEg7AR.jpg,1.0,vizsla,0.25924899999999995,True,Chesapeake_Bay_retriever,0.176293,True,Weimaraner,0.112369,True,55.0,186.0,"[0, 134]",
667182792070062081,Timison,1.0,floofer,https://pbs.twimg.com/media/CUJPNjOWsAAZRqP.jpg,1.0,golden_retriever,0.949892,True,Irish_setter,0.0105638,True,Chesapeake_Bay_retriever,0.00582141,True,6004.0,14047.0,"[0, 137]",
667188689915760640,None,1.0,floofer,,,,,,,,,,,,399.0,730.0,"[0, 136]",
667192066997374976,None,1.2,floofer,https://pbs.twimg.com/media/CUJXpRBXIAAN0yz.jpg,1.0,Rottweiler,0.28364,True,miniature_pinscher,0.148112,True,black-and-tan_coonhound,0.0955848,True,98.0,376.0,"[0, 99]",
667200525029539841,Joshwa,1.1,floofer,https://pbs.twimg.com/media/CUJfVMPXIAAgbue.jpg,1.0,Siberian_husky,0.694904,True,malamute,0.232006,True,Eskimo_dog,0.0506351,True,256.0,602.0,"[0, 139]",
667211855547486208,Genevieve,0.9,floofer,https://pbs.twimg.com/media/CUJppKJWoAA75NP.jpg,1.0,golden_retriever,0.462556,True,Labrador_retriever,0.454937,True,kuvasz,0.0241933,True,239.0,480.0,"[0, 133]",
667369227918143488,None,1.0,floofer,,,,,,,,,,,,159.0,358.0,"[0, 106]",
667393430834667520,Fwed,0.8,floofer,https://pbs.twimg.com/media/CUMOyd3XIAAl13H.jpg,1.0,papillon,0.557009,True,Border_collie,0.271963,True,collie,0.0734729,True,53.0,190.0,"[0, 132]",
667405339315146752,Biden,0.7,floofer,https://pbs.twimg.com/media/CUMZnmhUEAEbtis.jpg,1.0,Saint_Bernard,0.381377,True,Leonberg,0.127998,True,golden_retriever,0.0693568,True,217.0,455.0,"[0, 65]",
667435689202614272,None,1.2,floofer,https://pbs.twimg.com/media/CUM1OHCW4AEgGSi.jpg,1.0,Rottweiler,0.999091,True,miniature_pinscher,0.000450355,True,black-and-tan_coonhound,0.00015714,True,83.0,301.0,"[0, 39]",
667437278097252352,None,1.0,floofer,,,,,,,,,,,,230.0,440.0,"[0, 115]",
667443425659232256,None,0.6,floofer,,,,,,,,,,,,561.0,764.0,"[0, 138]",
667453023279554560,Cupcake,1.1,floofer,https://pbs.twimg.com/media/CUNE_OSUwAAdHhX.jpg,1.0,Labrador_retriever,0.8256700000000001,True,French_bulldog,0.0566394,True,Staffordshire_bullterrier,0.0540184,True,88.0,302.0,"[0, 86]",
667455448082227200,Reese,0.7,floofer,https://pbs.twimg.com/media/CUNHMXTU8AAS3HH.jpg,1.0,Tibetan_terrier,0.676376,True,Irish_terrier,0.054933400000000014,True,Yorkshire_terrier,0.0405755,True,59.0,186.0,"[0, 137]",
667470559035432960,a,1.1,floofer,https://pbs.twimg.com/media/CUNU78YWEAECmpB.jpg,1.0,toy_poodle,0.304175,True,pug,0.223427,True,Lakeland_terrier,0.07331649999999999,True,96.0,251.0,"[0, 138]",
667491009379606528,None,0.7,floofer,https://pbs.twimg.com/media/CUNniSlUYAEj1Jl.jpg,1.0,borzoi,0.852088,True,ice_bear,0.13226400000000002,False,weasel,0.00572998,False,221.0,522.0,"[0, 138]",
667495797102141441,Philippe,0.9,floofer,https://pbs.twimg.com/media/CUNr4-7UwAAg2lq.jpg,1.0,Chihuahua,0.143957,True,Christmas_stocking,0.118651,False,ski_mask,0.0924817,False,263.0,508.0,"[0, 140]",
667502640335572993,Hall,1.1,floofer,https://pbs.twimg.com/media/CUNyHTMUYAAQVch.jpg,1.0,Labrador_retriever,0.996709,True,golden_retriever,0.00168821,True,beagle,0.0007116669999999999,True,216.0,525.0,"[0, 140]",
667509364010450944,None,1.2,floofer,https://pbs.twimg.com/media/CUN4Or5UAAAa5K4.jpg,1.0,beagle,0.636169,True,Labrador_retriever,0.119256,True,golden_retriever,0.08254919999999999,True,2072.0,6668.0,"[0, 116]",
667517642048163840,Dook,0.8,floofer,https://pbs.twimg.com/media/CUN_wiBUkAAakT0.jpg,1.0,Italian_greyhound,0.125176,True,standard_poodle,0.08457150000000001,True,cocker_spaniel,0.0813469,True,188.0,362.0,"[0, 143]",
667524857454854144,None,1.2,floofer,https://pbs.twimg.com/media/CUOGUfJW4AA_eni.jpg,1.0,hare,0.447893,False,dhole,0.0924353,False,Chesapeake_Bay_retriever,0.08812239999999999,True,1085.0,1659.0,"[0, 136]",
667530908589760512,Naphaniel,1.0,floofer,https://pbs.twimg.com/media/CUOL0uGUkAAx7yh.jpg,1.0,golden_retriever,0.633037,True,kuvasz,0.14639100000000002,True,Labrador_retriever,0.0461837,True,233.0,456.0,"[0, 113]",
667534815156183040,Frank,0.8,floofer,https://pbs.twimg.com/media/CUOPYI5UcAAj_nO.jpg,1.0,Pembroke,0.435254,True,Cardigan,0.30740700000000004,True,cocker_spaniel,0.0331583,True,511.0,807.0,"[0, 140]",
667538891197542400,a,0.9,floofer,https://pbs.twimg.com/media/CUOTFZOW4AABsfW.jpg,1.0,Yorkshire_terrier,0.618957,True,silky_terrier,0.300313,True,Australian_terrier,0.053412,True,64.0,199.0,"[0, 117]",
667544320556335104,Kial,1.0,floofer,https://pbs.twimg.com/media/CUOYBbbWIAAXQGU.jpg,1.0,Pomeranian,0.412893,True,Pembroke,0.312958,True,Chihuahua,0.0719604,True,512.0,848.0,"[0, 139]",
667546741521195010,George,0.9,floofer,https://pbs.twimg.com/media/CUOaOWXWcAA0_Jy.jpg,1.0,toy_poodle,0.787424,True,miniature_poodle,0.202225,True,teddy,0.00404722,False,121.0,333.0,"[0, 140]",
667549055577362432,None,0.1,floofer,,,,,,,,,,,,2217.0,5680.0,"[0, 140]",
667724302356258817,None,0.7,floofer,,,,,,,,,,,,313.0,471.0,"[0, 140]",
667728196545200128,Olive,1.1,floofer,https://pbs.twimg.com/media/CUQ_QahUAAAVQjn.jpg,1.0,kuvasz,0.360159,True,golden_retriever,0.293744,True,Labrador_retriever,0.270673,True,146.0,373.0,"[0, 140]",
667766675769573376,Calvin,0.9,floofer,,,,,,,,,,,,211.0,434.0,"[0, 139]",
667773195014021121,a,0.8,floofer,https://pbs.twimg.com/media/CURoLrOVEAAaWdR.jpg,1.0,West_Highland_white_terrier,0.360465,True,pug,0.0934941,True,ice_bear,0.0690382,False,55.0,233.0,"[0, 136]",
667782464991965184,None,0.9,floofer,,,,,,,,,,,,241.0,402.0,"[0, 134]",
667793409583771648,None,0.8,floofer,https://pbs.twimg.com/media/CUR6jqVWsAEgGot.jpg,1.0,dalmatian,0.5350729999999999,True,English_setter,0.451219,True,Great_Dane,0.00816361,True,323.0,689.0,"[0, 119]",
667801013445750784,None,1.2,floofer,https://pbs.twimg.com/media/CUSBemVUEAAn-6V.jpg,1.0,flat-coated_retriever,0.508392,True,Chesapeake_Bay_retriever,0.262239,True,curly-coated_retriever,0.048919800000000006,True,95.0,323.0,"[0, 36]",
667806454573760512,Filup,1.0,floofer,https://pbs.twimg.com/media/CUSGbXeVAAAgztZ.jpg,1.0,toyshop,0.253089,False,Chihuahua,0.187155,True,Brabancon_griffon,0.112799,True,482.0,1041.0,"[0, 102]",
667832474953625600,None,1.2,floofer,https://pbs.twimg.com/media/CUSeGFNW4AAyyHC.jpg,1.0,miniature_pinscher,0.2142,True,bath_towel,0.146789,False,Chihuahua,0.104152,True,61.0,287.0,"[0, 112]",
667861340749471744,a,0.9,floofer,https://pbs.twimg.com/media/CUS4WJ-UsAEJj10.jpg,1.0,malamute,0.967275,True,Siberian_husky,0.0161675,True,Eskimo_dog,0.0112774,True,75.0,236.0,"[0, 140]",
667866724293877760,Shaggy,1.0,floofer,,,,,,,,,,,,1009.0,2971.0,"[0, 140]",
667873844930215936,None,1.0,floofer,,,,,,,,,,,,394.0,619.0,"[0, 135]",
667878741721415682,Tedrick,0.2,floofer,https://pbs.twimg.com/media/CUTILFiWcAE8Rle.jpg,1.0,seat_belt,0.200373,False,miniature_pinscher,0.106003,True,schipperke,0.104733,True,115.0,384.0,"[0, 139]",
667885044254572545,Stu,1.0,floofer,https://pbs.twimg.com/media/CUTN5V4XAAAIa4R.jpg,1.0,malamute,0.0885297,True,golden_retriever,0.08749860000000001,True,muzzle,0.0750077,False,469.0,803.0,"[0, 117]",
667886921285246976,Erik,1.1,floofer,https://pbs.twimg.com/media/CUTPnPCW4AI7R0y.jpg,1.0,Pomeranian,0.8004319999999999,True,Pekinese,0.168445,True,Chihuahua,0.00894952,True,1055.0,1851.0,"[0, 139]",
667902449697558528,Cleopatricia,0.9,floofer,https://pbs.twimg.com/media/CUTdvAJXIAAMS4q.jpg,1.0,Norwegian_elkhound,0.298881,True,malamute,0.279479,True,Eskimo_dog,0.198428,True,370.0,838.0,"[0, 137]",
667911425562669056,None,0.5,floofer,,,,,,,,,,,,297.0,482.0,"[0, 138]",
667915453470232577,Otis,1.0,floofer,https://pbs.twimg.com/media/CUTpj-GWcAATc6A.jpg,1.0,leatherback_turtle,0.452517,False,boxer,0.196655,True,terrapin,0.160983,False,55.0,205.0,"[0, 138]",
667924896115245057,Jiminy,0.9,floofer,https://pbs.twimg.com/media/CUTyJpHWcAATl0O.jpg,1.0,Labrador_retriever,0.209051,True,hog,0.20398,False,Newfoundland,0.165914,True,109.0,293.0,"[0, 139]",
667937095915278337,None,0.3,floofer,,,,,,,,,,,,773.0,1235.0,"[0, 138]",
668113020489474048,Alfie,0.6,floofer,https://pbs.twimg.com/media/CUWdPsqWcAERQVv.jpg,1.0,Pembroke,0.548896,True,Cardigan,0.191101,True,collie,0.0598141,True,235.0,659.0,"[0, 132]",
668142349051129856,None,0.2,floofer,,,,,,,,,,,,277.0,566.0,"[0, 140]",
668154635664932864,None,0.9,floofer,,,,,,,,,,,,302.0,482.0,"[0, 139]",
668171859951755264,a,0.7,floofer,https://pbs.twimg.com/media/CUXSwy8W4AA6uet.jpg,1.0,Chihuahua,0.664834,True,cowboy_boot,0.060343,False,giant_panda,0.0598375,False,189.0,481.0,"[0, 129]",
668190681446379520,Skittles,1.2,floofer,https://pbs.twimg.com/media/CUXj4SgXAAETlu6.jpg,1.0,Blenheim_spaniel,0.958402,True,cocker_spaniel,0.0267643,True,Welsh_springer_spaniel,0.00778991,True,193.0,646.0,"[0, 111]",
668204964695683073,Ron,0.8,floofer,https://pbs.twimg.com/media/CUXw3qHWoAAk8HJ.jpg,1.0,Labrador_retriever,0.65518,True,golden_retriever,0.107884,True,Chesapeake_Bay_retriever,0.0658347,True,190.0,551.0,"[0, 99]",
668221241640230912,None,1.0,floofer,https://pbs.twimg.com/media/CUX_rAyWsAYZOQ5.jpg,1.0,chow,0.395101,True,golden_retriever,0.372115,True,Labrador_retriever,0.148785,True,192.0,506.0,"[0, 143]",
668226093875376128,None,1.0,floofer,,,,,,,,,,,,102.0,294.0,"[0, 84]",
668237644992782336,Torque,1.0,floofer,https://pbs.twimg.com/media/CUYOl0kW4AAVe_p.jpg,1.0,chow,0.8093199999999999,True,minivan,0.07131069999999999,False,Pekinese,0.0378696,True,2797.0,6092.0,"[0, 140]",
668248472370458624,Bisquick,0.8,floofer,https://pbs.twimg.com/media/CUYYcMfXAAAixe7.jpg,1.0,Chihuahua,0.7345470000000001,True,miniature_pinscher,0.06829439999999999,True,toy_terrier,0.0463671,True,472.0,963.0,"[0, 132]",
668256321989451776,Jareld,1.3,floofer,https://pbs.twimg.com/media/CUYflCXWEAAzQVu.jpg,1.0,canoe,0.407683,False,paddle,0.11555,False,Pembroke,0.0944294,True,596.0,1285.0,"[0, 138]",
668268907921326080,None,1.0,floofer,https://pbs.twimg.com/media/CUYrBNQUkAA-zx4.jpg,1.0,Pembroke,0.48483,True,Cardigan,0.425303,True,basenji,0.0147535,True,232.0,547.0,"[0, 138]",
668274247790391296,Sophie,1.0,floofer,https://pbs.twimg.com/media/CUYv4d2WUAAziXs.jpg,1.0,soft-coated_wheaten_terrier,0.406374,True,Lakeland_terrier,0.263854,True,toy_poodle,0.150844,True,227.0,810.0,"[0, 140]",
668286279830867968,Rusty,1.1,floofer,https://pbs.twimg.com/media/CUY60usWoAAdBxx.jpg,1.0,golden_retriever,0.215944,True,basset,0.189214,True,Cardigan,0.11301,True,135.0,496.0,"[0, 137]",
668291999406125056,None,1.0,floofer,,,,,,,,,,,,29.0,237.0,"[0, 60]",
668297328638447616,None,0.9,floofer,https://pbs.twimg.com/media/CUZE4IWW4AAZmDf.jpg,1.0,king_penguin,0.606747,False,ice_bear,0.264221,False,Eskimo_dog,0.0327838,True,294.0,612.0,"[0, 140]",
668466899341221888,a,0.4,floofer,,,,,,,,,,,,506.0,871.0,"[0, 135]",
668480044826800133,DayZ,1.1,floofer,https://pbs.twimg.com/media/CUbrDWOWcAEyMdM.jpg,1.0,Arctic_fox,0.119243,False,Labrador_retriever,0.0999648,True,pug,0.0867165,True,144.0,449.0,"[0, 138]",
668484198282485761,None,0.9,floofer,https://pbs.twimg.com/media/CUbu1GAWsAEH3E-.jpg,1.0,standard_poodle,0.587372,True,Bedlington_terrier,0.182411,True,Afghan_hound,0.040968,True,231.0,417.0,"[0, 137]",
